year,month,occupation_title,ai_exposure,ai_complementarity,labour_force,employment,full_time_employment,part_time_employment,unemployment,unemployment_rate
2012,4,"Occupations in art, culture, recreation and sport",Medium,High,521.4,493.6,296.8,196.8,27.8,5.3
2012,5,"Occupations in art, culture, recreation and sport",Medium,High,503.1,471.7,288.9,182.8,31.4,6.2
2012,6,"Occupations in art, culture, recreation and sport",Medium,High,502,467.5,292.3,175.2,34.4,6.9
2012,7,"Occupations in art, culture, recreation and sport",Medium,High,560.1,536,386.8,149.2,24.1,4.3
2012,8,"Occupations in art, culture, recreation and sport",Medium,High,555.8,522.8,360.2,162.6,33.1,6
2012,9,"Occupations in art, culture, recreation and sport",Medium,High,490.9,451.9,289.8,162.1,39,7.9
2012,10,"Occupations in art, culture, recreation and sport",Medium,High,496.4,474.9,302.5,172.5,21.4,4.3
2012,11,"Occupations in art, culture, recreation and sport",Medium,High,522.7,488.6,295.8,192.9,34.1,6.5
2012,12,"Occupations in art, culture, recreation and sport",Medium,High,515.8,486.4,290.1,196.3,29.4,5.7
2013,1,"Occupations in art, culture, recreation and sport",Medium,High,537.5,510.6,304.2,206.4,26.9,5
2013,2,"Occupations in art, culture, recreation and sport",Medium,High,552.2,524.3,316.5,207.8,27.9,5.1
2013,3,"Occupations in art, culture, recreation and sport",Medium,High,542.6,515,309.3,205.7,27.6,5.1
2013,4,"Occupations in art, culture, recreation and sport",Medium,High,520.6,501.4,306.5,194.9,19.2,3.7
2013,5,"Occupations in art, culture, recreation and sport",Medium,High,537.3,509,326.8,182.2,28.4,5.3
2013,6,"Occupations in art, culture, recreation and sport",Medium,High,573.2,540.6,357,183.6,32.6,5.7
2013,7,"Occupations in art, culture, recreation and sport",Medium,High,604.5,571.7,406.6,165.1,32.7,5.4
2013,8,"Occupations in art, culture, recreation and sport",Medium,High,618.1,585.9,415,171,32.2,5.2
2013,9,"Occupations in art, culture, recreation and sport",Medium,High,550.1,512.2,322.7,189.5,37.9,6.9
2013,10,"Occupations in art, culture, recreation and sport",Medium,High,531.8,506.8,325,181.7,25.1,4.7
2013,11,"Occupations in art, culture, recreation and sport",Medium,High,559,537.9,324.2,213.7,21.1,3.8
2013,12,"Occupations in art, culture, recreation and sport",Medium,High,538,518.9,307,211.9,19.1,3.6
2014,1,"Occupations in art, culture, recreation and sport",Medium,High,538.2,512.7,289,223.6,25.5,4.7
2014,2,"Occupations in art, culture, recreation and sport",Medium,High,522.8,503.7,279,224.8,19.1,3.7
2014,3,"Occupations in art, culture, recreation and sport",Medium,High,546.7,521.9,292,229.9,24.8,4.5
2014,4,"Occupations in art, culture, recreation and sport",Medium,High,536.8,509,301.7,207.3,27.8,5.2
2014,5,"Occupations in art, culture, recreation and sport",Medium,High,549.6,515.4,311,204.5,34.1,6.2
2014,6,"Occupations in art, culture, recreation and sport",Medium,High,584.3,554.1,340.3,213.8,30.3,5.2
2014,7,"Occupations in art, culture, recreation and sport",Medium,High,632.7,601,398.8,202.2,31.6,5
2014,8,"Occupations in art, culture, recreation and sport",Medium,High,625,593.4,406.8,186.6,31.6,5.1
2014,9,"Occupations in art, culture, recreation and sport",Medium,High,552.3,525,326.4,198.6,27.3,4.9
2014,10,"Occupations in art, culture, recreation and sport",Medium,High,573.1,543.7,339.2,204.5,29.4,5.1
2014,11,"Occupations in art, culture, recreation and sport",Medium,High,559.7,528.9,321.2,207.6,30.9,5.5
2014,12,"Occupations in art, culture, recreation and sport",Medium,High,548.7,518.1,314.6,203.5,30.6,5.6
2015,1,"Occupations in art, culture, recreation and sport",Medium,High,563.6,534.9,317.7,217.2,28.6,5.1
2015,2,"Occupations in art, culture, recreation and sport",Medium,High,533,507.7,291.2,216.5,25.2,4.7
2015,3,"Occupations in art, culture, recreation and sport",Medium,High,560.8,534.2,310.4,223.8,26.6,4.7
2015,4,"Occupations in art, culture, recreation and sport",Medium,High,532.5,495.9,302.6,193.3,36.5,6.9
2015,5,"Occupations in art, culture, recreation and sport",Medium,High,564.6,529.4,320.5,208.8,35.2,6.2
2015,6,"Occupations in art, culture, recreation and sport",Medium,High,560.2,521.6,342.9,178.8,38.6,6.9
2015,7,"Occupations in art, culture, recreation and sport",Medium,High,587.4,560.9,400.9,160,26.5,4.5
2015,8,"Occupations in art, culture, recreation and sport",Medium,High,620.9,590.6,423.5,167.2,30.2,4.9
2015,9,"Occupations in art, culture, recreation and sport",Medium,High,536.5,502.1,325,177.1,34.5,6.4
2015,10,"Occupations in art, culture, recreation and sport",Medium,High,529,509,313.3,195.7,20,3.8
2015,11,"Occupations in art, culture, recreation and sport",Medium,High,516.8,496,306.8,189.2,20.8,4
2015,12,"Occupations in art, culture, recreation and sport",Medium,High,523,497.3,306.9,190.4,25.7,4.9
2016,1,"Occupations in art, culture, recreation and sport",Medium,High,527.4,502.2,308.4,193.8,25.2,4.8
2016,2,"Occupations in art, culture, recreation and sport",Medium,High,524.1,502.1,308.3,193.8,22.1,4.2
2016,3,"Occupations in art, culture, recreation and sport",Medium,High,534.7,503.2,308,195.2,31.4,5.9
2016,4,"Occupations in art, culture, recreation and sport",Medium,High,521.2,492.4,302.1,190.2,28.8,5.5
2016,5,"Occupations in art, culture, recreation and sport",Medium,High,554.4,522.1,342.2,179.9,32.3,5.8
2016,6,"Occupations in art, culture, recreation and sport",Medium,High,559.2,525.4,334.5,190.9,33.8,6
2016,7,"Occupations in art, culture, recreation and sport",Medium,High,638.1,616.6,420.8,195.8,21.4,3.4
2016,8,"Occupations in art, culture, recreation and sport",Medium,High,635.4,607.8,414.2,193.7,27.6,4.3
2016,9,"Occupations in art, culture, recreation and sport",Medium,High,577.5,539,323.8,215.2,38.5,6.7
2016,10,"Occupations in art, culture, recreation and sport",Medium,High,572.4,551.5,329.4,222.1,20.9,3.7
2016,11,"Occupations in art, culture, recreation and sport",Medium,High,586.9,565.1,330.8,234.2,21.9,3.7
2016,12,"Occupations in art, culture, recreation and sport",Medium,High,596.4,571.7,331.1,240.6,24.7,4.1
2017,1,"Occupations in art, culture, recreation and sport",Medium,High,579.6,555.4,315.6,239.9,24.1,4.2
2017,2,"Occupations in art, culture, recreation and sport",Medium,High,582,545.8,317.2,228.7,36.1,6.2
2017,3,"Occupations in art, culture, recreation and sport",Medium,High,589,564.4,333.5,230.9,24.6,4.2
2017,4,"Occupations in art, culture, recreation and sport",Medium,High,576.2,553.1,336.4,216.7,23.1,4
2017,5,"Occupations in art, culture, recreation and sport",Medium,High,570.9,534.4,345.2,189.2,36.6,6.4
2017,6,"Occupations in art, culture, recreation and sport",Medium,High,586.9,549.3,365.2,184.1,37.5,6.4
2017,7,"Occupations in art, culture, recreation and sport",Medium,High,652.8,621.2,447.1,174.1,31.5,4.8
2017,8,"Occupations in art, culture, recreation and sport",Medium,High,629.5,591,421.1,169.9,38.5,6.1
2017,9,"Occupations in art, culture, recreation and sport",Medium,High,552.1,517.6,347,170.6,34.6,6.3
2017,10,"Occupations in art, culture, recreation and sport",Medium,High,565,539.4,338.3,201.1,25.5,4.5
2017,11,"Occupations in art, culture, recreation and sport",Medium,High,569.6,546.8,330.6,216.2,22.7,4
2017,12,"Occupations in art, culture, recreation and sport",Medium,High,575.7,544.9,331.2,213.8,30.8,5.4
2018,1,"Occupations in art, culture, recreation and sport",Medium,High,569.5,543.2,329.7,213.5,26.3,4.6
2018,2,"Occupations in art, culture, recreation and sport",Medium,High,547.6,521.7,300.3,221.3,25.9,4.7
2018,3,"Occupations in art, culture, recreation and sport",Medium,High,550.5,518.1,298.7,219.4,32.4,5.9
2018,4,"Occupations in art, culture, recreation and sport",Medium,High,531.4,504.8,297.9,206.9,26.6,5
2018,5,"Occupations in art, culture, recreation and sport",Medium,High,544.4,515.7,312.8,202.9,28.6,5.3
2018,6,"Occupations in art, culture, recreation and sport",Medium,High,561.8,529.4,327.7,201.6,32.4,5.8
2018,7,"Occupations in art, culture, recreation and sport",Medium,High,667.7,645.7,441.3,204.4,22,3.3
2018,8,"Occupations in art, culture, recreation and sport",Medium,High,655.7,631.2,447.4,183.8,24.5,3.7
2018,9,"Occupations in art, culture, recreation and sport",Medium,High,598.4,561.5,349.2,212.3,36.9,6.2
2018,10,"Occupations in art, culture, recreation and sport",Medium,High,599.1,574.4,351.1,223.3,24.7,4.1
2018,11,"Occupations in art, culture, recreation and sport",Medium,High,593.9,569.3,345.9,223.4,24.6,4.1
2018,12,"Occupations in art, culture, recreation and sport",Medium,High,551.6,532.9,319.7,213.2,18.7,3.4
2019,1,"Occupations in art, culture, recreation and sport",Medium,High,550.1,530.2,298.1,232.1,19.9,3.6
2019,2,"Occupations in art, culture, recreation and sport",Medium,High,580.3,555.1,315.5,239.6,25.2,4.3
2019,3,"Occupations in art, culture, recreation and sport",Medium,High,568.9,545.6,320.5,225.1,23.4,4.1
2019,4,"Occupations in art, culture, recreation and sport",Medium,High,563.6,543.8,320.1,223.6,19.9,3.5
2019,5,"Occupations in art, culture, recreation and sport",Medium,High,583.5,549,332.2,216.9,34.5,5.9
2019,6,"Occupations in art, culture, recreation and sport",Medium,High,578.9,550,346.6,203.4,28.8,5
2019,7,"Occupations in art, culture, recreation and sport",Medium,High,636.6,606.2,432.2,174,30.3,4.8
2019,8,"Occupations in art, culture, recreation and sport",Medium,High,643.7,622.2,438.6,183.7,21.4,3.3
2019,9,"Occupations in art, culture, recreation and sport",Medium,High,564.8,541.2,336.6,204.5,23.7,4.2
2019,10,"Occupations in art, culture, recreation and sport",Medium,High,581.8,551.8,341.5,210.4,30,5.2
2019,11,"Occupations in art, culture, recreation and sport",Medium,High,568.2,536.3,318,218.3,31.8,5.6
2019,12,"Occupations in art, culture, recreation and sport",Medium,High,575,548.8,324.7,224.1,26.2,4.6
2020,1,"Occupations in art, culture, recreation and sport",Medium,High,551.5,529.7,309.3,220.4,21.8,4
2020,2,"Occupations in art, culture, recreation and sport",Medium,High,555.6,532.9,321.4,211.4,22.8,4.1
2020,3,"Occupations in art, culture, recreation and sport",Medium,High,496.3,437.1,286.2,150.9,59.1,11.9
2020,4,"Occupations in art, culture, recreation and sport",Medium,High,467,388.5,254.3,134.2,78.5,16.8
2020,5,"Occupations in art, culture, recreation and sport",Medium,High,501.1,412.9,282.3,130.6,88.2,17.6
2020,6,"Occupations in art, culture, recreation and sport",Medium,High,534.8,426.7,286.6,140.2,108,20.2
2020,7,"Occupations in art, culture, recreation and sport",Medium,High,619.2,515.6,346,169.6,103.6,16.7
2020,8,"Occupations in art, culture, recreation and sport",Medium,High,617,539.2,359.5,179.7,77.8,12.6
2020,9,"Occupations in art, culture, recreation and sport",Medium,High,573.8,514.3,314.9,199.4,59.5,10.4
2020,10,"Occupations in art, culture, recreation and sport",Medium,High,579.7,522.4,303.4,219,57.3,9.9
2020,11,"Occupations in art, culture, recreation and sport",Medium,High,544,498.9,312.8,186.1,45.2,8.3
2020,12,"Occupations in art, culture, recreation and sport",Medium,High,566.8,502.1,319.5,182.6,64.7,11.4
2021,1,"Occupations in art, culture, recreation and sport",Medium,High,557.8,490.1,337.7,152.4,67.8,12.2
2021,2,"Occupations in art, culture, recreation and sport",Medium,High,547.7,490.3,331.8,158.5,57.4,10.5
2021,3,"Occupations in art, culture, recreation and sport",Medium,High,561.2,515.6,329.2,186.4,45.5,8.1
2021,4,"Occupations in art, culture, recreation and sport",Medium,High,546.2,520.3,359.6,160.7,25.9,4.7
2021,5,"Occupations in art, culture, recreation and sport",Medium,High,558.6,520.4,384.6,135.8,38.3,6.9
2021,6,"Occupations in art, culture, recreation and sport",Medium,High,545.1,511.7,352.3,159.3,33.4,6.1
2021,7,"Occupations in art, culture, recreation and sport",Medium,High,619.9,588.3,440.4,147.9,31.5,5.1
2021,8,"Occupations in art, culture, recreation and sport",Medium,High,621.2,584.2,429.9,154.4,37,6
2021,9,"Occupations in art, culture, recreation and sport",Medium,High,561.8,532.4,367.9,164.5,29.4,5.2
2021,10,"Occupations in art, culture, recreation and sport",Medium,High,590.3,565.3,382,183.3,25,4.2
2021,11,"Occupations in art, culture, recreation and sport",Medium,High,562.2,544.7,352.7,192,17.5,3.1
2021,12,"Occupations in art, culture, recreation and sport",Medium,High,574.7,560.6,359.8,200.8,14.1,2.5
2022,1,"Occupations in art, culture, recreation and sport",Medium,High,559.6,520.4,348.1,172.3,39.3,7
2022,2,"Occupations in art, culture, recreation and sport",Medium,High,573.4,556.2,337.6,218.6,17.3,3
2022,3,"Occupations in art, culture, recreation and sport",Medium,High,583.8,559.8,345.3,214.5,24,4.1
2022,4,"Occupations in art, culture, recreation and sport",Medium,High,564.6,541,341.1,199.9,23.6,4.2
2022,5,"Occupations in art, culture, recreation and sport",Medium,High,576.7,557.9,347.1,210.8,18.8,3.3
2022,6,"Occupations in art, culture, recreation and sport",Medium,High,598.9,572.3,376.2,196,26.6,4.4
2022,7,"Occupations in art, culture, recreation and sport",Medium,High,645.1,622.2,432.9,189.3,22.9,3.5
2022,8,"Occupations in art, culture, recreation and sport",Medium,High,661.9,625.6,423.1,202.6,36.3,5.5
2022,9,"Occupations in art, culture, recreation and sport",Medium,High,578.1,553,346.6,206.4,25.1,4.3
2022,10,"Occupations in art, culture, recreation and sport",Medium,High,585.5,562,346.1,215.9,23.5,4
2022,11,"Occupations in art, culture, recreation and sport",Medium,High,608.1,584.2,366.6,217.6,23.9,3.9
2022,12,"Occupations in art, culture, recreation and sport",Medium,High,617,590.9,355.2,235.7,26.1,4.2
2023,1,"Occupations in art, culture, recreation and sport",Medium,High,623.8,593.7,374.8,218.9,30.1,4.8
2023,2,"Occupations in art, culture, recreation and sport",Medium,High,623.1,603.7,364,239.7,19.4,3.1
2023,3,"Occupations in art, culture, recreation and sport",Medium,High,643.3,615.2,378.6,236.6,28.1,4.4
2023,4,"Occupations in art, culture, recreation and sport",Medium,High,648.6,616.6,379.8,236.8,32,4.9
2023,5,"Occupations in art, culture, recreation and sport",Medium,High,680.4,642.8,399.6,243.3,37.6,5.5
2023,6,"Occupations in art, culture, recreation and sport",Medium,High,717.7,678.5,432.1,246.4,39.2,5.5
2023,7,"Occupations in art, culture, recreation and sport",Medium,High,797.8,764.9,550.9,213.9,33,4.1
2023,8,"Occupations in art, culture, recreation and sport",Medium,High,767.1,729.9,504.4,225.5,37.2,4.8
2023,9,"Occupations in art, culture, recreation and sport",Medium,High,658.5,614.2,400.7,213.5,44.4,6.7
2023,10,"Occupations in art, culture, recreation and sport",Medium,High,642.6,605.2,375.2,230,37.4,5.8
2023,11,"Occupations in art, culture, recreation and sport",Medium,High,652.1,619.3,368.8,250.6,32.8,5
2023,12,"Occupations in art, culture, recreation and sport",Medium,High,642,613.1,361.2,251.9,28.9,4.5
2024,1,"Occupations in art, culture, recreation and sport",Medium,High,631.7,598.5,363.7,234.8,33.2,5.3
2024,2,"Occupations in art, culture, recreation and sport",Medium,High,645,619.3,376.5,242.7,25.7,4
2024,3,"Occupations in art, culture, recreation and sport",Medium,High,648.9,608.2,361.2,247,40.6,6.3
2024,4,"Occupations in art, culture, recreation and sport",Medium,High,644,601,358.8,242.2,43,6.7
2024,5,"Occupations in art, culture, recreation and sport",Medium,High,654.6,607,366.8,240.2,47.6,7.3
2024,6,"Occupations in art, culture, recreation and sport",Medium,High,690.1,638.8,396.4,242.4,51.3,7.4
2024,7,"Occupations in art, culture, recreation and sport",Medium,High,756.1,709,478.6,230.4,47.2,6.2
2024,8,"Occupations in art, culture, recreation and sport",Medium,High,736.2,690.6,452.2,238.4,45.6,6.2
2024,9,"Occupations in art, culture, recreation and sport",Medium,High,625.6,594.6,341.3,253.3,31,5
2024,10,"Occupations in art, culture, recreation and sport",Medium,High,649.8,614.5,347.7,266.8,35.3,5.4
2024,11,"Occupations in art, culture, recreation and sport",Medium,High,650,620.5,360.2,260.3,29.5,4.5
2024,12,"Occupations in art, culture, recreation and sport",Medium,High,667.6,627.4,342.8,284.5,40.2,6
2025,1,"Occupations in art, culture, recreation and sport",Medium,High,675.1,627.4,355.5,271.9,47.6,7.1
2025,2,"Occupations in art, culture, recreation and sport",Medium,High,691.7,655.1,374.4,280.6,36.6,5.3
2025,3,"Occupations in art, culture, recreation and sport",Medium,High,707,662.5,376.9,285.7,44.4,6.3
2025,4,"Occupations in art, culture, recreation and sport",Medium,High,684.5,638.6,373.7,264.9,45.8,6.7
2025,5,"Occupations in art, culture, recreation and sport",Medium,High,715.5,662.8,377.8,285,52.7,7.4
2025,6,"Occupations in art, culture, recreation and sport",Medium,High,731.6,681.9,407.1,274.8,49.7,6.8
2025,7,"Occupations in art, culture, recreation and sport",Medium,High,763.1,725.2,483.1,242.1,37.9,5
2025,8,"Occupations in art, culture, recreation and sport",Medium,High,727.8,691.1,469.8,221.3,36.6,5
2025,9,"Occupations in art, culture, recreation and sport",Medium,High,647,615.9,361.7,254.2,31.1,4.8
2010,1,Sales and service occupations,Low,Low,4373.2,4042.6,2513.6,1528.9,330.7,7.6
2010,2,Sales and service occupations,Low,Low,4356.4,4042.6,2508.1,1534.5,313.8,7.2
2010,3,Sales and service occupations,Low,Low,4422.6,4100.2,2549.7,1550.5,322.3,7.3
2010,4,Sales and service occupations,Low,Low,4434.5,4120.1,2527.7,1592.4,314.3,7.1
2010,5,Sales and service occupations,Low,Low,4547.9,4216,2657.4,1558.6,332,7.3
2010,6,Sales and service occupations,Low,Low,4557.5,4270.1,2772.6,1497.5,287.4,6.3
2010,7,Sales and service occupations,Low,Low,4577.6,4273.7,2816.1,1457.6,303.8,6.6
2010,8,Sales and service occupations,Low,Low,4573.5,4253.4,2822.5,1430.9,320.1,7
2010,9,Sales and service occupations,Low,Low,4455.8,4171.6,2622.4,1549.3,284.2,6.4
2010,10,Sales and service occupations,Low,Low,4464,4195.7,2619.5,1576.2,268.3,6
2010,11,Sales and service occupations,Low,Low,4481.8,4210.9,2593.4,1617.5,270.9,6
2010,12,Sales and service occupations,Low,Low,4456.6,4219.4,2610.5,1608.9,237.2,5.3
2011,1,Sales and service occupations,Low,Low,4482.6,4179.2,2557.3,1621.8,303.4,6.8
2011,2,Sales and service occupations,Low,Low,4461.3,4156.1,2506.7,1649.4,305.2,6.8
2011,3,Sales and service occupations,Low,Low,4428.7,4125.9,2551.7,1574.2,302.8,6.8
2011,4,Sales and service occupations,Low,Low,4410.5,4129.5,2573.2,1556.3,281,6.4
2011,5,Sales and service occupations,Low,Low,4513.3,4222,2676.6,1545.5,291.2,6.5
2011,6,Sales and service occupations,Low,Low,4543.5,4276.6,2780.2,1496.4,267,5.9
2011,7,Sales and service occupations,Low,Low,4583.9,4319.4,2877.9,1441.4,264.5,5.8
2011,8,Sales and service occupations,Low,Low,4571.5,4301.6,2896.5,1405.1,269.9,5.9
2011,9,Sales and service occupations,Low,Low,4457.6,4208.6,2655,1553.6,249,5.6
2011,10,Sales and service occupations,Low,Low,4433.5,4166.9,2606.1,1560.9,266.6,6
2011,11,Sales and service occupations,Low,Low,4427.9,4161.4,2584.7,1576.7,266.5,6
2011,12,Sales and service occupations,Low,Low,4464.9,4225.6,2620.9,1604.7,239.4,5.4
2012,1,Sales and service occupations,Low,Low,4453.6,4169.3,2568.8,1600.5,284.3,6.4
2012,2,Sales and service occupations,Low,Low,4503.1,4214.1,2592.3,1621.8,288.9,6.4
2012,3,Sales and service occupations,Low,Low,4492.1,4213.6,2616.1,1597.4,278.5,6.2
2012,4,Sales and service occupations,Low,Low,4543.2,4277.4,2655.1,1622.3,265.9,5.9
2012,5,Sales and service occupations,Low,Low,4665.6,4367.1,2759.4,1607.7,298.5,6.4
2012,6,Sales and service occupations,Low,Low,4590.7,4313,2802.2,1510.8,277.7,6
2012,7,Sales and service occupations,Low,Low,4564,4295.7,2871.9,1423.8,268.3,5.9
2012,8,Sales and service occupations,Low,Low,4598.5,4322.8,2904.5,1418.4,275.6,6
2012,9,Sales and service occupations,Low,Low,4442.8,4214.1,2698.2,1515.8,228.7,5.1
2012,10,Sales and service occupations,Low,Low,4481.4,4229.3,2693.4,1535.9,252.1,5.6
2012,11,Sales and service occupations,Low,Low,4472.9,4222.2,2634.1,1588.2,250.7,5.6
2012,12,Sales and service occupations,Low,Low,4531.8,4303.2,2657.7,1645.6,228.6,5
2013,1,Sales and service occupations,Low,Low,4496.5,4226.8,2589.4,1637.4,269.7,6
2013,2,Sales and service occupations,Low,Low,4536.3,4270.4,2615.1,1655.3,265.9,5.9
2013,3,Sales and service occupations,Low,Low,4525,4247.9,2620.2,1627.7,277.1,6.1
2013,4,Sales and service occupations,Low,Low,4475.8,4207.2,2629.6,1577.6,268.6,6
2013,5,Sales and service occupations,Low,Low,4682.7,4406.9,2855.8,1551.1,275.8,5.9
2013,6,Sales and service occupations,Low,Low,4664.1,4430.3,2901.9,1528.4,233.8,5
2013,7,Sales and service occupations,Low,Low,4738.7,4480.6,3031.7,1448.9,258.1,5.4
2013,8,Sales and service occupations,Low,Low,4722.7,4453.9,3015.5,1438.4,268.7,5.7
2013,9,Sales and service occupations,Low,Low,4666.3,4444.5,2839.1,1605.4,221.8,4.8
2013,10,Sales and service occupations,Low,Low,4628,4397.2,2787.5,1609.7,230.8,5
2013,11,Sales and service occupations,Low,Low,4596.4,4370.4,2748.7,1621.6,226.1,4.9
2013,12,Sales and service occupations,Low,Low,4646,4418.3,2757.5,1660.8,227.7,4.9
2014,1,Sales and service occupations,Low,Low,4568.7,4302.7,2671.3,1631.3,266,5.8
2014,2,Sales and service occupations,Low,Low,4533.4,4280.9,2656.1,1624.8,252.5,5.6
2014,3,Sales and service occupations,Low,Low,4545.5,4284,2639.4,1644.6,261.5,5.8
2014,4,Sales and service occupations,Low,Low,4551.9,4305.7,2681.4,1624.2,246.2,5.4
2014,5,Sales and service occupations,Low,Low,4705.8,4435.1,2843.6,1591.4,270.7,5.8
2014,6,Sales and service occupations,Low,Low,4715.2,4457.5,2929.3,1528.2,257.7,5.5
2014,7,Sales and service occupations,Low,Low,4809.1,4554.1,3062.1,1492,254.9,5.3
2014,8,Sales and service occupations,Low,Low,4803.5,4542.3,3059.8,1482.5,261.1,5.4
2014,9,Sales and service occupations,Low,Low,4644,4414,2855.9,1558.1,230,5
2014,10,Sales and service occupations,Low,Low,4647.1,4413.4,2826.4,1587,233.7,5
2014,11,Sales and service occupations,Low,Low,4637.2,4407.8,2787.6,1620.2,229.4,4.9
2014,12,Sales and service occupations,Low,Low,4668.5,4456.6,2824.4,1632.2,211.9,4.5
2015,1,Sales and service occupations,Low,Low,4568.7,4319.2,2720.9,1598.2,249.5,5.5
2015,2,Sales and service occupations,Low,Low,4669.7,4403.7,2765,1638.7,266,5.7
2015,3,Sales and service occupations,Low,Low,4680.1,4406.1,2762.1,1644,273.9,5.9
2015,4,Sales and service occupations,Low,Low,4648.9,4381,2764.3,1616.7,267.9,5.8
2015,5,Sales and service occupations,Low,Low,4649.9,4392,2807,1585,257.9,5.5
2015,6,Sales and service occupations,Low,Low,4627.4,4406.1,2923.7,1482.4,221.3,4.8
2015,7,Sales and service occupations,Low,Low,4688.9,4459.6,3019.3,1440.3,229.4,4.9
2015,8,Sales and service occupations,Low,Low,4668.5,4408.5,3026.3,1382.2,260,5.6
2015,9,Sales and service occupations,Low,Low,4611.5,4374.7,2811.8,1562.9,236.7,5.1
2015,10,Sales and service occupations,Low,Low,4660.9,4420.1,2878.3,1541.8,240.8,5.2
2015,11,Sales and service occupations,Low,Low,4640.7,4404,2827.8,1576.2,236.7,5.1
2015,12,Sales and service occupations,Low,Low,4643.4,4416.6,2771.2,1645.5,226.7,4.9
2016,1,Sales and service occupations,Low,Low,4603.3,4327.1,2716.7,1610.4,276.2,6
2016,2,Sales and service occupations,Low,Low,4618,4346.1,2708.2,1637.9,271.8,5.9
2016,3,Sales and service occupations,Low,Low,4619.5,4347.4,2719.1,1628.3,272.1,5.9
2016,4,Sales and service occupations,Low,Low,4632.6,4372.2,2749.1,1623.1,260.4,5.6
2016,5,Sales and service occupations,Low,Low,4720.6,4447.8,2875.3,1572.5,272.8,5.8
2016,6,Sales and service occupations,Low,Low,4698.7,4468.6,2943.8,1524.8,230.1,4.9
2016,7,Sales and service occupations,Low,Low,4743.2,4506.8,3036.6,1470.2,236.4,5
2016,8,Sales and service occupations,Low,Low,4752.1,4544.5,3105.1,1439.4,207.6,4.4
2016,9,Sales and service occupations,Low,Low,4651.7,4441.3,2885.8,1555.5,210.4,4.5
2016,10,Sales and service occupations,Low,Low,4634.1,4418.2,2794.2,1624,215.9,4.7
2016,11,Sales and service occupations,Low,Low,4725.6,4497.6,2826.6,1671,228,4.8
2016,12,Sales and service occupations,Low,Low,4726.6,4507.4,2837.7,1669.8,219.2,4.6
2017,1,Sales and service occupations,Low,Low,4655.2,4395.4,2740.5,1654.9,259.8,5.6
2017,2,Sales and service occupations,Low,Low,4661.8,4412.6,2734.8,1677.8,249.2,5.3
2017,3,Sales and service occupations,Low,Low,4705.3,4440.5,2750.2,1690.3,264.8,5.6
2017,4,Sales and service occupations,Low,Low,4710.5,4464.3,2814.8,1649.5,246.2,5.2
2017,5,Sales and service occupations,Low,Low,4830,4582.1,2952,1630.1,247.9,5.1
2017,6,Sales and service occupations,Low,Low,4832.6,4598.2,3029.6,1568.6,234.4,4.9
2017,7,Sales and service occupations,Low,Low,4857,4640.8,3145.8,1494.9,216.3,4.5
2017,8,Sales and service occupations,Low,Low,4885.1,4674.6,3155.9,1518.7,210.5,4.3
2017,9,Sales and service occupations,Low,Low,4744.2,4563.4,2962.8,1600.6,180.8,3.8
2017,10,Sales and service occupations,Low,Low,4732.5,4532.5,2911,1621.5,200,4.2
2017,11,Sales and service occupations,Low,Low,4767,4563.2,2883.2,1680,203.8,4.3
2017,12,Sales and service occupations,Low,Low,4808.7,4611.2,2871.1,1740.1,197.5,4.1
2018,1,Sales and service occupations,Low,Low,4704.2,4470.4,2796.3,1674.2,233.8,5
2018,2,Sales and service occupations,Low,Low,4687.1,4448.6,2781.6,1667,238.5,5.1
2018,3,Sales and service occupations,Low,Low,4713.5,4479.7,2811.4,1668.4,233.7,5
2018,4,Sales and service occupations,Low,Low,4655.9,4430.2,2834,1596.3,225.6,4.8
2018,5,Sales and service occupations,Low,Low,4832.4,4602.3,2990.8,1611.5,230.1,4.8
2018,6,Sales and service occupations,Low,Low,4843.9,4603.2,3041.2,1562,240.7,5
2018,7,Sales and service occupations,Low,Low,4966.1,4751.6,3230,1521.6,214.5,4.3
2018,8,Sales and service occupations,Low,Low,4945.1,4711.8,3229.4,1482.4,233.3,4.7
2018,9,Sales and service occupations,Low,Low,4806.4,4609.9,2975.4,1634.5,196.6,4.1
2018,10,Sales and service occupations,Low,Low,4823,4628.1,2965.7,1662.3,194.9,4
2018,11,Sales and service occupations,Low,Low,4852,4653.6,2934.5,1719.1,198.4,4.1
2018,12,Sales and service occupations,Low,Low,4843.6,4656,2938.5,1717.4,187.7,3.9
2019,1,Sales and service occupations,Low,Low,4851.1,4615.5,2904.8,1710.7,235.6,4.9
2019,2,Sales and service occupations,Low,Low,4838.9,4624.8,2902,1722.8,214.1,4.4
2019,3,Sales and service occupations,Low,Low,4826.8,4600.2,2906.4,1693.8,226.6,4.7
2019,4,Sales and service occupations,Low,Low,4907.2,4678.1,2974.7,1703.4,229.2,4.7
2019,5,Sales and service occupations,Low,Low,4976.8,4752.9,3070.2,1682.7,224,4.5
2019,6,Sales and service occupations,Low,Low,4944.9,4741.3,3105.4,1635.9,203.6,4.1
2019,7,Sales and service occupations,Low,Low,4933.4,4721.3,3167.4,1553.8,212.1,4.3
2019,8,Sales and service occupations,Low,Low,4926.2,4705.8,3193.9,1511.9,220.4,4.5
2019,9,Sales and service occupations,Low,Low,4839.4,4626.1,3008,1618,213.3,4.4
2019,10,Sales and service occupations,Low,Low,4839.8,4640,2954.4,1685.6,199.8,4.1
